zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
north west,male,high school or below,8930.1397,,82.0,0.0,personal auto,four-door car,554.522969
central,female,bachelor,5536.387,52220.0,70.0,1.0,personal auto,four-door car,336.0
central,male,high school or below,2840.8543,,74.0,0.0,personal auto,two-door car,402.449823
west region,male,bachelor,8082.880999999999,53554.0,67.0,0.0,personal auto,four-door car,327.020539
west region,male,bachelor,5254.7343,34476.0,67.0,1.0,corporate auto,four-door car,5.3953
central,female,bachelor,5116.2376,,70.0,0.0,personal auto,four-door car,131.401291
west region,male,bachelor,3034.647,68205.0,76.0,0.0,personal auto,two-door car,99.382943
west region,female,high school or below,8024.8999,,119.0,1.0,personal auto,suv,856.8
west region,male,high school or below,18211.1432,53690.0,154.0,0.0,personal auto,suv,739.2
north west,male,high school or below,5121.5633,,72.0,0.0,personal auto,four-door car,518.4
west region,female,high school or below,2150.1786,,61.0,0.0,personal auto,four-door car,292.8
west region,female,high school or below,5595.3899,74454.0,71.0,0.0,personal auto,four-door car,340.8
central,female,bachelor,7562.824,,73.0,0.0,personal auto,four-door car,350.4
north west,male,high school or below,5385.8532,29664.0,71.0,0.0,personal auto,four-door car,340.8
east,female,doctor,2678.0583,72450.0,66.0,0.0,corporate auto,four-door car,84.218363
central,female,bachelor,9422.5679,47272.0,79.0,3.0,personal auto,four-door car,64.546877
north west,female,bachelor,3605.8603,21585.0,92.0,0.0,corporate auto,four-door car,441.6
west region,female,bachelor,7762.5906,23827.0,106.0,2.0,personal auto,four-door car,37.910623
central,female,bachelor,23444.9005,69906.0,74.0,2.0,corporate auto,four-door car,202.860399
west region,female,high school or below,2558.1782000000003,,72.0,0.0,corporate auto,four-door car,345.6
east,male,master,2654.381,73196.0,66.0,1.0,personal auto,four-door car,85.809817
east,male,bachelor,2549.7861,72217.0,6464.0,0.0,personal auto,four-door car,91.146661
west region,male,high school or below,2969.5933,46131.0,74.0,0.0,personal auto,two-door car,355.2
north west,female,master,4363.1246,54514.0,109.0,3.0,personal auto,suv,286.234931
west region,female,high school or below,5884.3086,,161.0,0.0,personal auto,suv,1159.2
central,female,bachelor,5272.1916,96668.0,66.0,0.0,personal auto,four-door car,316.8
west region,male,doctor,5509.895699999999,78879.0,69.0,1.0,personal auto,four-door car,466.570791
central,male,bachelor,16313.6835,,69.0,0.0,personal auto,four-door car,331.2
central,female,bachelor,5678.050200000001,,76.0,0.0,personal auto,four-door car,364.8
west region,female,bachelor,12101.2088,,112.0,0.0,personal auto,sports car,1252.406235
north west,male,bachelor,2453.5708,29735.0,69.0,0.0,personal auto,four-door car,331.2
west region,male,high school or below,5075.6627,23082.0,65.0,0.0,special auto,four-door car,312.0
central,male,bachelor,3214.9794,53984.0,80.0,0.0,corporate auto,four-door car,421.484456
west region,female,bachelor,12275.3431,52135.0,156.0,0.0,personal auto,suv,430.505942
west region,female,bachelor,2722.2107,17576.0,71.0,0.0,corporate auto,four-door car,398.502948
north west,female,bachelor,2457.4409,29486.0,62.0,0.0,personal auto,four-door car,7.646763
north west,female,master,3554.8453000000004,58557.0,88.0,0.0,corporate auto,four-door car,55.510526
west region,male,bachelor,4929.5497,25632.0,63.0,0.0,personal auto,two-door car,351.270869
west region,female,high school or below,8036.4503,,112.0,0.0,personal auto,sports car,806.4
central,male,bachelor,4276.915300000001,18768.0,68.0,3.0,corporate auto,four-door car,647.454583
west region,female,bachelor,33473.349500000004,33190.0,106.0,0.0,personal auto,suv,508.8
north west,female,master,5960.5814,47945.0,74.0,0.0,personal auto,two-door car,128.43823
central,male,bachelor,44795.4694,58778.0,126.0,0.0,special auto,suv,302.033971
west region,female,high school or below,3832.1181,15192.0,100.0,0.0,personal auto,suv,480.0
west region,female,bachelor,6837.9326,51859.0,171.0,0.0,personal auto,suv,1003.160633
central,female,high school or below,5285.2682,23422.0,72.0,0.0,personal auto,two-door car,518.4
west region,female,bachelor,3096.5112,21604.0,79.0,0.0,corporate auto,four-door car,379.2
central,male,bachelor,3589.7107,79298.0,90.0,0.0,personal auto,four-door car,244.362072
central,female,bachelor,2582.4085,76731.0,64.0,0.0,special auto,four-door car,201.455005
east,male,bachelor,3403.9194,38460.0,88.0,1.0,personal auto,four-door car,91.55098
central,female,bachelor,13575.676,48534.0,115.0,1.0,personal auto,suv,552.0
east,male,doctor,3436.1343,30817.0,88.0,0.0,corporate auto,four-door car,91.834668
north west,female,bachelor,28685.8279,48412.0,104.0,0.0,personal auto,suv,707.430832
east,male,bachelor,4502.6797,68798.0,114.0,0.0,personal auto,suv,92.915251
north west,male,bachelor,6183.1115,23712.0,85.0,0.0,personal auto,four-door car,376.126419
west region,male,bachelor,3873.647,28142.0,105.0,0.0,personal auto,sports car,701.708239
west region,female,master,18929.3306,72196.0,68.0,0.0,personal auto,four-door car,152.184244
west region,male,master,5553.2958,68197.0,69.0,0.0,personal auto,four-door car,176.819414
west region,male,bachelor,5011.2592,75248.0,63.0,0.0,corporate auto,four-door car,104.454624
west region,female,bachelor,10442.4463,,98.0,0.0,personal auto,four-door car,941.718054
central,male,bachelor,2199.6178,,65.0,1.0,personal auto,two-door car,468.0
east,female,master,5123.1709,89879.0,63.0,0.0,personal auto,two-door car,94.030308
north west,male,high school or below,7484.3105,46998.0,96.0,0.0,corporate auto,four-door car,460.8
north west,male,bachelor,2613.0231,57099.0,67.0,0.0,personal auto,two-door car,67.859881
central,female,bachelor,9080.6397,33897.0,114.0,0.0,corporate auto,suv,539.843003
central,female,high school or below,13770.9762,59207.0,116.0,0.0,personal auto,four-door car,556.8
north west,male,high school or below,2876.8229,40171.0,73.0,0.0,personal auto,four-door car,350.4
east,male,doctor,5408.9115,80192.0,67.0,0.0,personal auto,four-door car,95.193157
east,male,high school or below,6770.3068,74422.0,85.0,1.0,personal auto,four-door car,95.338505
north west,male,bachelor,24143.8756,,87.0,0.0,special auto,four-door car,626.4
central,female,bachelor,3538.0595000000003,,67.0,5.0,personal auto,four-door car,321.6
central,female,bachelor,29091.2394,34226.0,244.0,0.0,personal auto,luxury suv,494.395024
west region,female,high school or below,19834.2012,65989.0,123.0,1.0,personal auto,suv,115.545086
north west,male,high school or below,4731.367,30686.0,61.0,0.0,corporate auto,four-door car,19.938981
west region,female,master,35537.846,,113.0,0.0,personal auto,sports car,799.926741
central,female,high school or below,34611.379,20090.0,109.0,0.0,personal auto,sports car,523.2
west region,male,high school or below,20216.3088,,183.0,0.0,personal auto,luxury suv,878.4
north west,male,bachelor,13976.5193,77094.0,176.0,0.0,personal auto,suv,444.470676
west region,female,bachelor,5904.088199999999,97413.0,73.0,0.0,personal auto,four-door car,268.819985
north west,female,master,5595.835,79189.0,69.0,0.0,corporate auto,four-door car,331.2
west region,female,high school or below,2294.3036,,62.0,0.0,personal auto,two-door car,297.6
central,female,bachelor,6273.911899999999,18577.0,86.0,0.0,personal auto,four-door car,412.8
north west,female,bachelor,3726.728,,112.0,1.0,special auto,sports car,806.4
east,male,high school or below,2656.7131,62777.0,67.0,0.0,personal auto,two-door car,101.288069
north west,male,bachelor,5110.6808,,74.0,0.0,corporate auto,four-door car,532.8
central,male,bachelor,7126.596500000001,17483.0,183.0,0.0,personal auto,luxury car,1317.6
north west,male,master,4601.634099999999,84394.0,114.0,0.0,personal auto,suv,691.412378
north west,male,bachelor,9155.2397,,127.0,0.0,personal auto,sports car,804.811859
north west,female,bachelor,14808.0562,41440.0,62.0,1.0,personal auto,four-door car,297.6
central,male,high school or below,8901.678399999999,,136.0,1.0,personal auto,sports car,1090.86434
north west,female,bachelor,5734.598199999999,98132.0,71.0,0.0,personal auto,two-door car,50.587035
north west,female,high school or below,4177.697,,112.0,0.0,personal auto,four-door car,537.6
west region,male,bachelor,27776.2891,88220.0,230.0,0.0,personal auto,luxury car,151.528482
central,female,master,10364.3475,58327.0,129.0,0.0,personal auto,suv,347.075948
north west,male,master,7851.9014,25950.0,66.0,0.0,personal auto,two-door car,271.697529
north west,male,high school or below,4772.9438,20993.0,133.0,0.0,corporate auto,suv,638.4
north west,male,high school or below,14226.5049,65726.0,177.0,0.0,corporate auto,suv,849.6
east,male,bachelor,2875.4324,84768.0,72.0,0.0,personal auto,two-door car,110.484661
east,female,bachelor,5041.2996,36234.0,63.0,0.0,personal auto,four-door car,113.534474
west region,male,bachelor,4362.9312,58842.0,110.0,0.0,personal auto,four-door car,528.0
north west,female,master,9624.5244,25629.0,124.0,2.0,corporate auto,sports car,595.2
east,female,bachelor,21914.4055,77311.0,181.0,0.0,personal auto,suv,113.609508
west region,male,doctor,6948.4222,,196.0,2.0,personal auto,luxury suv,1337.063487
east,male,high school or below,2471.5284,95697.0,61.0,0.0,personal auto,two-door car,114.273025
north west,female,bachelor,21903.9136,22254.0,79.0,0.0,personal auto,four-door car,125.194389
central,male,high school or below,9028.8214,65974.0,113.0,0.0,personal auto,sports car,235.220971
north west,female,bachelor,5303.759499999999,,76.0,0.0,personal auto,four-door car,395.34111
east,male,high school or below,20708.2588,92079.0,65.0,1.0,corporate auto,four-door car,114.798771
central,male,high school or below,5123.7681,,74.0,0.0,personal auto,two-door car,772.798511
north west,male,bachelor,9492.343,,132.0,0.0,personal auto,suv,633.6
north west,female,high school or below,8204.8632,,73.0,0.0,personal auto,four-door car,350.4
central,female,bachelor,9877.2957,67752.0,131.0,4.0,personal auto,sports car,168.517149
west region,female,bachelor,4815.0097,25398.0,64.0,0.0,corporate auto,four-door car,307.2
west region,male,high school or below,6277.0117,,88.0,0.0,personal auto,four-door car,633.6
west region,male,high school or below,8260.639799999999,33321.0,105.0,0.0,special auto,suv,504.0
central,male,bachelor,2549.45,,78.0,0.0,corporate auto,four-door car,845.654042
east,,bachelor,11318.0898,38923.0,99.0,2.0,personal auto,four-door car,115.728852
north west,female,bachelor,3803.9218,20325.0,100.0,0.0,personal auto,sports car,668.29397
north west,male,bachelor,8635.4035,13129.0,117.0,0.0,personal auto,suv,700.901632
north west,female,high school or below,5510.559,,73.0,0.0,personal auto,four-door car,525.6
central,male,master,3585.8841,49080.0,91.0,0.0,corporate auto,four-door car,25.299
central,male,bachelor,4889.2528,42536.0,63.0,0.0,personal auto,four-door car,375.330097
north west,male,bachelor,2756.9417,29926.0,74.0,0.0,corporate auto,four-door car,418.233667
central,male,doctor,3289.5474,,86.0,0.0,corporate auto,two-door car,398.240791
west region,female,bachelor,10937.178500000002,21450.0,138.0,0.0,personal auto,sports car,938.513425
west region,male,high school or below,7375.5679,33345.0,65.0,0.0,corporate auto,four-door car,338.619869
west region,female,bachelor,10110.7782,15752.0,90.0,0.0,corporate auto,two-door car,339.344531
north west,female,high school or below,5119.4143,40169.0,65.0,1.0,personal auto,four-door car,302.818833
west region,female,bachelor,8533.832,26049.0,113.0,1.0,personal auto,suv,619.165344
central,male,bachelor,2224.768,,68.0,0.0,personal auto,four-door car,326.4
central,male,doctor,8042.8038,55411.0,100.0,0.0,personal auto,sports car,259.561195
north west,male,bachelor,2554.4371,12459.0,70.0,0.0,personal auto,four-door car,336.0
north west,male,bachelor,18073.94,64620.0,76.0,1.0,personal auto,two-door car,364.8
west region,male,bachelor,2430.5066,83140.0,61.0,0.0,corporate auto,four-door car,179.161843
north west,female,bachelor,3167.6584000000003,,92.0,0.0,corporate auto,four-door car,662.4
central,female,bachelor,5465.604,54422.0,68.0,0.0,corporate auto,four-door car,75.501852
west region,male,bachelor,10357.5142,68309.0,131.0,0.0,corporate auto,suv,306.983596
west region,male,high school or below,2537.8139,56621.0,65.0,2.0,personal auto,four-door car,84.026848
central,female,bachelor,2821.9472,38977.0,70.0,0.0,special auto,four-door car,139.489926
central,male,bachelor,7757.128100000001,,111.0,0.0,corporate auto,two-door car,607.4459
central,male,high school or below,4079.1327,,114.0,0.0,corporate auto,two-door car,631.124372
central,female,bachelor,5955.544599999999,,83.0,0.0,personal auto,four-door car,628.023494
north west,female,bachelor,14158.6136,83235.0,70.0,0.0,personal auto,two-door car,336.0
central,male,bachelor,8487.238000000001,,74.0,0.0,personal auto,two-door car,426.655599
central,male,bachelor,6285.4769,32390.0,80.0,0.0,personal auto,four-door car,91.417923
north west,female,high school or below,11473.4815,66538.0,95.0,0.0,personal auto,two-door car,317.844812
east,female,bachelor,4942.6306,23285.0,65.0,0.0,personal auto,two-door car,118.446235
north west,male,bachelor,23594.6802,76358.0,66.0,0.0,personal auto,four-door car,86.461582
east,male,master,2572.5066,21104.0,66.0,0.0,personal auto,four-door car,118.454974
central,female,bachelor,5380.8986,55350.0,67.0,0.0,personal auto,four-door car,321.6
west region,female,bachelor,4770.5509,12964.0,65.0,0.0,personal auto,two-door car,362.774545
central,female,master,6756.6514,33288.0,86.0,2.0,personal auto,four-door car,221.856184
central,female,bachelor,5936.0118,,84.0,0.0,personal auto,four-door car,980.169081
central,female,bachelor,3570.7605,56168.0,88.0,0.0,personal auto,four-door car,614.675906
west region,male,bachelor,6019.9605,,92.0,0.0,personal auto,four-door car,662.4
north west,male,high school or below,5426.8640000000005,23105.0,69.0,0.0,personal auto,two-door car,331.2
north west,female,master,2730.3138,36218.0,68.0,0.0,personal auto,four-door car,145.252168
west region,female,high school or below,4982.6814,52275.0,62.0,0.0,corporate auto,four-door car,374.240783
north west,female,bachelor,8769.266800000001,49665.0,74.0,0.0,personal auto,four-door car,355.2
central,male,high school or below,4220.6135,32471.0,110.0,0.0,personal auto,two-door car,528.0
central,male,high school or below,11537.5051,,86.0,1.0,corporate auto,two-door car,619.2
west region,female,master,5887.182,62773.0,73.0,0.0,personal auto,four-door car,80.669257
west region,female,bachelor,4700.5838,76694.0,117.0,0.0,personal auto,suv,561.6
north west,male,high school or below,10963.9572,55687.0,276.0,0.0,personal auto,luxury suv,1324.8
central,female,high school or below,2523.1712,,70.0,0.0,personal auto,four-door car,504.0
central,male,doctor,3757.8047,36633.0,96.0,1.0,personal auto,four-door car,460.8
north west,male,high school or below,12941.7335,77060.0,106.0,0.0,personal auto,suv,468.566133
central,female,bachelor,3764.4651,92600.0,94.0,0.0,corporate auto,two-door car,842.43785
west region,male,high school or below,6889.557,,66.0,0.0,personal auto,four-door car,475.2
central,male,bachelor,3623.4542,,111.0,2.0,corporate auto,suv,1171.93117
central,male,bachelor,7582.1138,64801.0,64.0,0.0,personal auto,four-door car,268.471802
north west,female,bachelor,8277.7456,45257.0,103.0,0.0,corporate auto,two-door car,494.4
west region,male,high school or below,2576.4556,26854.0,66.0,0.0,personal auto,four-door car,475.2
north west,female,bachelor,8205.3879,85840.0,102.0,2.0,corporate auto,suv,138.722385
